年	月	管区	都道府県	発生件数（速報値）	死者数（確定値）	負傷者数（速報値）
2017	4	関東	埼玉	2154	13	2652
2017	4	関東	千葉	1434	8	1802
2017	4	関東	神奈川	2038	10	2437
2017	4	関東	新潟	289	5	353
2017	4	関東	山梨	315	1	407
2017	4	関東	長野	612	5	769
2017	4	関東	静岡	2422	9	3094
2017	4	関東	計	11494	65	14427
2017	4	中部	富山	250	2	293
2017	4	中部	石川	243	3	279
2017	4	中部	福井	96	4	110
2017	4	中部	岐阜	395	10	512
2017	4	中部	愛知	3269	11	4012
2017	4	中部	三重	453	5	610
2017	4	中部	計	4706	35	5816
2017	4	近畿	滋賀	369	3	458
2017	4	近畿	京都	608	10	735
2017	4	近畿	大阪	2958	10	3589
2017	4	近畿	兵庫	2281	8	2762
2017	4	近畿	奈良	374	3	452
2017	4	近畿	和歌山	183	2	231
2017	4	近畿	計	6773	36	8227
2017	4	中国	鳥取	69	2	84
2017	4	中国	島根	104	3	135
2017	4	中国	岡山	560	8	650
2017	4	中国	広島	701	10	840
2017	4	中国	山口	406	5	490
2017	4	中国	計	1840	28	2199
2017	4	四国	徳島	276	2	323
2017	4	四国	香川	478	7	569
2017	4	四国	愛媛	326	4	390
2017	4	四国	高知	157	1	171
2017	4	四国	計	1237	14	1453
2017	4	九州	福岡	2968	6	3840
2017	4	九州	佐賀	548	5	708
2017	4	九州	長崎	404	3	525
2017	4	九州	熊本	457	7	600
2017	4	九州	大分	321	5	406
2017	4	九州	宮崎	679	0	772
2017	4	九州	鹿児島	525	5	607
2017	4	九州	沖縄	393	2	448
2017	4	九州	計	6295	33	7906
2017	4	合計	計	37571	244	46301
2017	3	北海道	札幌	675	5	779
2017	3	北海道	函館	75	3	95
2017	3	北海道	旭川	96	3	127
2017	3	北海道	釧路	75	1	82
2017	3	北海道	北見	22	1	34
2017	3	北海道	計	943	13	1117
2017	3	東北	青森	240	2	278
2017	3	東北	岩手	191	4	232
2017	3	東北	宮城	663	5	817
2017	3	東北	秋田	130	1	155
2017	3	東北	山形	503	3	646
2017	3	東北	福島	487	3	596
2017	3	東北	計	2214	18	2724
2017	3	東京	計	2852	10	3287
2017	3	関東	茨城	855	15	1094
2017	3	関東	栃木	432	8	545
2017	3	関東	群馬	1043	4	1356
2017	3	関東	埼玉	2413	22	2934
2017	3	関東	千葉	1614	18	1981
2017	3	関東	神奈川	2350	10	2749
2017	3	関東	新潟	358	3	425
2017	3	関東	山梨	390	3	505
2017	3	関東	長野	628	5	764
2017	3	関東	静岡	2634	15	3430
2017	3	関東	計	12717	103	15783
2017	3	中部	富山	301	2	354
2017	3	中部	石川	278	3	323
2017	3	中部	福井	166	5	188
2017	3	中部	岐阜	502	4	661
2017	3	中部	愛知	3528	17	4301
2017	3	中部	三重	470	4	620
2017	3	中部	計	5245	35	6447
2017	3	近畿	滋賀	413	3	519
2017	3	近畿	京都	636	5	748
2017	3	近畿	大阪	3264	11	3895
2017	3	近畿	兵庫	2266	16	2808
2017	3	近畿	奈良	369	1	464
2017	3	近畿	和歌山	225	3	280
2017	3	近畿	計	7173	39	8714
2017	3	中国	鳥取	79	3	91
2017	3	中国	島根	93	3	103
2017	3	中国	岡山	626	7	750
2017	3	中国	広島	741	5	880
2017	3	中国	山口	428	8	540
2017	3	中国	計	1967	26	2364
2017	3	四国	徳島	254	3	306
2017	3	四国	香川	548	5	654
2017	3	四国	愛媛	361	5	397
2017	3	四国	高知	180	3	207
2017	3	四国	計	1343	16	1564
2017	3	九州	福岡	2956	13	3949
2017	3	九州	佐賀	569	3	768
2017	3	九州	長崎	482	4	624
2017	3	九州	熊本	554	10	696
2017	3	九州	大分	363	4	474
2017	3	九州	宮崎	706	4	803
2017	3	九州	鹿児島	586	2	695
2017	3	九州	沖縄	443	3	505
2017	3	九州	計	6659	43	8514
2017	3	合計	計	41113	303	50514
2017	2	北海道	札幌	762	1	885
2017	2	北海道	函館	51	0	61
2017	2	北海道	旭川	107	2	129
2017	2	北海道	釧路	79	0	95
2017	2	北海道	北見	23	1	30
2017	2	北海道	計	1022	4	1200
2017	2	東北	青森	280	1	351
2017	2	東北	岩手	153	1	205
2017	2	東北	宮城	599	4	729
2017	2	東北	秋田	174	1	221
2017	2	東北	山形	522	5	630
2017	2	東北	福島	487	5	561
2017	2	東北	計	2215	17	2697
2017	2	東京	計	2485	17	2883
2017	2	関東	茨城	826	9	1037
2017	2	関東	栃木	400	5	487
2017	2	関東	群馬	991	2	1319
2017	2	関東	埼玉	2144	13	2591
2017	2	関東	千葉	1352	10	1650
2017	2	関東	神奈川	2123	14	2514
2017	2	関東	新潟	361	5	433
2017	2	関東	山梨	306	0	368
2017	2	関東	長野	669	7	793
2017	2	関東	静岡	2241	14	2846
2017	2	関東	計	11413	79	14038
2017	2	中部	富山	264	4	309
2017	2	中部	石川	261	2	311
2017	2	中部	福井	139	3	160
2017	2	中部	岐阜	517	6	650
2017	2	中部	愛知	3064	18	3720
2017	2	中部	三重	467	6	616
2017	2	中部	計	4712	39	5766
2017	2	近畿	滋賀	405	4	496
2017	2	近畿	京都	568	9	678
2017	2	近畿	大阪	2711	14	3201
2017	2	近畿	兵庫	1946	12	2411
2017	2	近畿	奈良	340	6	421
2017	2	近畿	和歌山	220	1	256
2017	2	近畿	計	6190	46	7463
2017	2	中国	鳥取	85	5	98
2017	2	中国	島根	94	1	104
2017	2	中国	岡山	633	7	735
2017	2	中国	広島	696	4	904
2017	2	中国	山口	396	4	482
2017	2	中国	計	1904	21	2323
2017	2	四国	徳島	249	2	306
2017	2	四国	香川	477	8	557
2017	2	四国	愛媛	315	8	356
2017	2	四国	高知	139	6	159
2017	2	四国	計	1180	24	1378
2017	2	九州	福岡	2663	12	3437
2017	2	九州	佐賀	520	1	734
2017	2	九州	長崎	419	2	524
2017	2	九州	熊本	457	7	594
2017	2	九州	大分	348	2	438
2017	2	九州	宮崎	651	5	712
2017	2	九州	鹿児島	537	5	639
2017	2	九州	沖縄	370	7	429
2017	2	九州	計	5965	41	7507
2017	2	合計	計	37086	288	45255
2017	1	北海道	札幌	713	3	814
2017	1	北海道	函館	80	1	106
2017	1	北海道	旭川	84	0	107
2017	1	北海道	釧路	97	1	109
2017	1	北海道	北見	39	1	51
2017	1	北海道	計	1013	6	1187
2017	1	東北	青森	312	8	409
2017	1	東北	岩手	184	8	230
2017	1	東北	宮城	678	0	874
2017	1	東北	秋田	195	0	243
2017	1	東北	山形	604	2	739
2017	1	東北	福島	461	6	560
2017	1	東北	計	2434	24	3055
2017	1	東京	計	2495	8	2922
2017	1	関東	茨城	857	16	1093
2017	1	関東	栃木	446	11	558
2017	1	関東	群馬	1065	10	1316
2017	1	関東	埼玉	2027	13	2471
2017	1	関東	千葉	1372	14	1687
2017	1	関東	神奈川	2156	9	2549
2017	1	関東	新潟	331	3	403
2017	1	関東	山梨	278	6	357
2017	1	関東	長野	690	7	861
2017	1	関東	静岡	2413	9	3132
2017	1	関東	計	11635	98	14427
2017	1	中部	富山	273	2	316
2017	1	中部	石川	236	4	267
2017	1	中部	福井	129	2	138
2017	1	中部	岐阜	512	5	699
2017	1	中部	愛知	3158	12	3869
2017	1	中部	三重	495	7	645
2017	1	中部	計	4803	32	5934
2017	1	近畿	滋賀	378	1	493
2017	1	近畿	京都	551	3	645
2017	1	近畿	大阪	2569	13	3156
2017	1	近畿	兵庫	2251	14	2734
2017	1	近畿	奈良	347	6	454
2017	1	近畿	和歌山	206	4	251
2017	1	近畿	計	6302	41	7733
2017	1	中国	鳥取	60	0	79
2017	1	中国	島根	102	3	115
2017	1	中国	岡山	651	7	792
2017	1	中国	広島	690	7	871
2017	1	中国	山口	475	2	595
2017	1	中国	計	1978	19	2452
2017	1	四国	徳島	255	2	309
2017	1	四国	香川	573	1	712
2017	1	四国	愛媛	316	5	364
2017	1	四国	高知	160	1	182
2017	1	四国	計	1304	9	1567
2017	1	九州	福岡	2636	11	3385
2017	1	九州	佐賀	570	1	691
2017	1	九州	長崎	420	2	550
2017	1	九州	熊本	446	7	554
2017	1	九州	大分	237	2	317
2017	1	九州	宮崎	586	9	646
2017	1	九州	鹿児島	488	10	573
2017	1	九州	沖縄	373	3	430
2017	1	九州	計	5756	45	7146
2017	1	合計	計	37720	282	46423
2016	12	北海道	計	1240	14	1515
2016	12	東北	青森	403	6	507
2016	12	東北	岩手	215	7	261
2016	12	東北	宮城	827	8	1051
2016	12	東北	秋田	234	7	281
2016	12	東北	山形	607	1	754
2016	12	東北	福島	609	7	750
2016	12	東北	計	2895	36	3604
2016	12	東京	計	3162	17	3837
2016	12	関東	茨城	1011	18	1270
2016	12	関東	栃木	523	3	639
2016	12	関東	群馬	1293	4	1626
2016	12	関東	埼玉	3100	14	3713
2016	12	関東	千葉	1956	22	2491
2016	12	関東	神奈川	2586	24	3132
2016	12	関東	新潟	435	16	523
2016	12	関東	山梨	419	4	503
2016	12	関東	長野	843	8	1058
2016	12	関東	静岡	2981	15	3867
2016	12	関東	計	15147	128	18822
2016	12	中部	富山	392	7	463
2016	12	中部	石川	382	4	443
2016	12	中部	福井	212	9	250
2016	12	中部	岐阜	662	9	917
2016	12	中部	愛知	3921	22	4727
2016	12	中部	三重	541	5	751
2016	12	中部	計	6110	56	7551
2016	12	近畿	滋賀	574	5	736
2016	12	近畿	京都	903	4	1083
2016	12	近畿	大阪	3797	18	4641
2016	12	近畿	兵庫	2400	16	2923
2016	12	近畿	奈良	387	4	489
2016	12	近畿	和歌山	256	6	291
2016	12	近畿	計	8317	53	10163
2016	12	中国	鳥取	118	0	144
2016	12	中国	島根	134	5	150
2016	12	中国	岡山	752	10	912
2016	12	中国	広島	1021	9	1258
2016	12	中国	山口	435	6	497
2016	12	中国	計	2460	30	2961
2016	12	四国	徳島	317	3	406
2016	12	四国	香川	548	3	652
2016	12	四国	愛媛	441	6	517
2016	12	四国	高知	215	3	238
2016	12	四国	計	1521	15	1813
2016	12	九州	福岡	3598	21	5225
2016	12	九州	佐賀	746	5	1001
2016	12	九州	長崎	583	4	808
2016	12	九州	熊本	661	7	827
2016	12	九州	大分	559	8	717
2016	12	九州	宮崎	939	11	1071
2016	12	九州	鹿児島	696	10	818
2016	12	九州	沖縄	695	5	947
2016	12	九州	計	8477	71	11414
2016	12	合計	計	49329	420	61680
2016	11	北海道	札幌	701	15	815
2016	11	北海道	函館	84	0	107
2016	11	北海道	旭川	102	1	132
2016	11	北海道	釧路	80	3	86
2016	11	北海道	北見	45	3	49
2016	11	北海道	計	1012	22	1189
2016	11	東北	青森	336	7	400
2016	11	東北	岩手	222	8	267
2016	11	東北	宮城	702	3	859
2016	11	東北	秋田	203	6	245
2016	11	東北	山形	552	2	700
2016	11	東北	福島	503	5	580
2016	11	東北	計	2518	31	3051
2016	11	東京	計	2981	15	3447
2016	11	関東	茨城	946	14	1202
2016	11	関東	栃木	488	6	633
2016	11	関東	群馬	1142	8	1411
2016	11	関東	埼玉	2469	10	3044
2016	11	関東	千葉	1635	14	2003
2016	11	関東	神奈川	2387	10	2774
2016	11	関東	新潟	430	14	480
2016	11	関東	山梨	438	3	563
2016	11	関東	長野	770	10	927
2016	11	関東	静岡	2779	8	3560
2016	11	関東	計	13484	97	16597
2016	11	中部	富山	298	6	337
2016	11	中部	石川	282	6	328
2016	11	中部	福井	158	6	187
2016	11	中部	岐阜	545	9	704
2016	11	中部	愛知	3627	26	4438
2016	11	中部	三重	505	5	671
2016	11	中部	計	5415	58	6665
2016	11	近畿	滋賀	451	5	567
2016	11	近畿	京都	650	4	787
2016	11	近畿	大阪	3236	16	3857
2016	11	近畿	兵庫	2291	16	2742
2016	11	近畿	奈良	438	4	571
2016	11	近畿	和歌山	233	4	276
2016	11	近畿	計	7299	49	8800
2016	11	中国	鳥取	89	0	114
2016	11	中国	島根	107	3	122
2016	11	中国	岡山	746	5	876
2016	11	中国	広島	785	8	954
2016	11	中国	山口	471	5	578
2016	11	中国	計	2198	21	2644
2016	11	四国	徳島	280	2	343
2016	11	四国	香川	574	4	707
2016	11	四国	愛媛	400	13	454
2016	11	四国	高知	186	0	214
2016	11	四国	計	1440	19	1718
2016	11	九州	福岡	3216	11	4284
2016	11	九州	佐賀	684	1	903
2016	11	九州	長崎	525	3	671
2016	11	九州	熊本	585	5	741
2016	11	九州	大分	425	3	536
2016	11	九州	宮崎	856	5	958
2016	11	九州	鹿児島	632	7	742
2016	11	九州	沖縄	493	3	590
2016	11	九州	計	7416	38	9425
2016	11	合計	計	43763	350	53536
2016	10	北海道	札幌	701	11	824
2016	10	北海道	函館	66	5	76
2016	10	北海道	旭川	74	3	88
2016	10	北海道	釧路	108	0	127
2016	10	北海道	北見	27	0	32
2016	10	北海道	計	976	19	1147
2016	10	東北	青森	328	7	393
2016	10	東北	岩手	207	6	258
2016	10	東北	宮城	810	7	1026
2016	10	東北	秋田	184	6	241
2016	10	東北	山形	533	3	668
2016	10	東北	福島	532	8	648
2016	10	東北	計	2594	37	3234
2016	10	東京	計	2886	11	3392
2016	10	関東	茨城	935	13	1188
2016	10	関東	栃木	493	7	621
2016	10	関東	群馬	1211	9	1571
2016	10	関東	埼玉	2433	14	3004
2016	10	関東	千葉	1608	26	1959
2016	10	関東	神奈川	2367	14	2812
2016	10	関東	新潟	422	11	496
2016	10	関東	山梨	333	2	437
2016	10	関東	長野	768	9	941
2016	10	関東	静岡	2675	18	3470
2016	10	関東	計	13245	123	16499
2016	10	中部	富山	295	2	336
2016	10	中部	石川	299	3	364
2016	10	中部	福井	140	3	157
2016	10	中部	岐阜	496	11	667
2016	10	中部	愛知	3590	18	4390
2016	10	中部	三重	495	10	649
2016	10	中部	計	5315	47	6563
2016	10	近畿	滋賀	424	1	538
2016	10	近畿	京都	680	8	825
2016	10	近畿	大阪	3054	16	3609
2016	10	近畿	兵庫	2407	14	2883
2016	10	近畿	奈良	366	7	455
2016	10	近畿	和歌山	238	3	309
2016	10	近畿	計	7169	49	8619
2016	10	中国	鳥取	79	1	102
2016	10	中国	島根	118	1	140
2016	10	中国	岡山	692	9	811
2016	10	中国	広島	890	11	1110
2016	10	中国	山口	491	10	607
2016	10	中国	計	2270	32	2770
2016	10	四国	徳島	275	2	334
2016	10	四国	香川	565	8	726
2016	10	四国	愛媛	362	4	418
2016	10	四国	高知	214	4	231
2016	10	四国	計	1416	18	1709
2016	10	九州	福岡	3217	11	4212
2016	10	九州	佐賀	666	2	868
2016	10	九州	長崎	472	3	626
2016	10	九州	熊本	530	8	674
2016	10	九州	大分	361	5	471
2016	10	九州	宮崎	771	2	874
2016	10	九州	鹿児島	612	5	719
2016	10	九州	沖縄	509	4	613
2016	10	九州	計	7138	40	9057
2016	10	合計	計	43009	376	52990
2016	9	北海道	札幌	653	6	784
2016	9	北海道	函館	72	2	86
2016	9	北海道	旭川	81	3	104
2016	9	北海道	釧路	100	3	132
2016	9	北海道	北見	40	1	45
2016	9	北海道	計	946	15	1151
2016	9	東北	青森	296	6	366
2016	9	東北	岩手	194	2	234
2016	9	東北	宮城	602	11	751
2016	9	東北	秋田	188	5	225
2016	9	東北	山形	448	4	536
2016	9	東北	福島	457	9	574
2016	9	東北	計	2185	37	2686
2016	9	東京	計	2534	14	2991
2016	9	関東	茨城	844	9	1106
2016	9	関東	栃木	434	5	542
2016	9	関東	群馬	1145	6	1507
2016	9	関東	埼玉	2235	12	2799
2016	9	関東	千葉	1431	16	1783
2016	9	関東	神奈川	2109	11	2555
2016	9	関東	新潟	390	9	452
2016	9	関東	山梨	413	1	556
2016	9	関東	長野	679	9	866
2016	9	関東	静岡	2597	15	3351
2016	9	関東	計	12277	93	15517
2016	9	中部	富山	273	3	319
2016	9	中部	石川	289	0	349
2016	9	中部	福井	151	3	185
2016	9	中部	岐阜	551	3	736
2016	9	中部	愛知	3329	22	4044
2016	9	中部	三重	460	10	612
2016	9	中部	計	5053	41	6245
2016	9	近畿	滋賀	379	6	463
2016	9	近畿	京都	610	6	732
2016	9	近畿	大阪	3184	13	3810
2016	9	近畿	兵庫	2129	15	2574
2016	9	近畿	奈良	349	4	445
2016	9	近畿	和歌山	228	2	274
2016	9	近畿	計	6879	46	8298
2016	9	中国	鳥取	67	2	76
2016	9	中国	島根	94	1	110
2016	9	中国	岡山	698	5	849
2016	9	中国	広島	757	3	942
2016	9	中国	山口	448	3	563
2016	9	中国	計	2064	14	2540
2016	9	四国	徳島	257	3	318
2016	9	四国	香川	528	6	657
2016	9	四国	愛媛	345	6	403
2016	9	四国	高知	164	3	185
2016	9	四国	計	1294	18	1563
2016	9	九州	福岡	3042	6	4142
2016	9	九州	佐賀	632	1	840
2016	9	九州	長崎	422	4	556
2016	9	九州	熊本	525	4	708
2016	9	九州	大分	383	4	502
2016	9	九州	宮崎	703	2	794
2016	9	九州	鹿児島	615	6	708
2016	9	九州	沖縄	433	4	526
2016	9	九州	計	6755	31	8776
2016	9	合計	計	39987	309	49767
2016	8	北海道	札幌	667	9	779
2016	8	北海道	函館	103	0	125
2016	8	北海道	旭川	99	0	122
2016	8	北海道	釧路	100	2	130
2016	8	北海道	北見	30	2	40
2016	8	北海道	計	999	13	1196
2016	8	東北	青森	345	3	458
2016	8	東北	岩手	219	6	285
2016	8	東北	宮城	717	5	951
2016	8	東北	秋田	217	4	282
2016	8	東北	山形	588	5	764
2016	8	東北	福島	507	8	633
2016	8	東北	計	2593	31	3373
2016	8	東京	計	2585	14	3041
2016	8	関東	茨城	898	9	1175
2016	8	関東	栃木	445	8	590
2016	8	関東	群馬	1060	3	1403
2016	8	関東	埼玉	2183	11	2770
2016	8	関東	千葉	1524	15	2009
2016	8	関東	神奈川	2193	12	2743
2016	8	関東	新潟	428	9	535
2016	8	関東	山梨	404	1	529
2016	8	関東	長野	783	11	1017
2016	8	関東	静岡	2701	10	3709
2016	8	関東	計	12619	89	16480
2016	8	中部	富山	277	4	334
2016	8	中部	石川	316	7	363
2016	8	中部	福井	165	2	195
2016	8	中部	岐阜	556	5	815
2016	8	中部	愛知	3549	21	4495
2016	8	中部	三重	557	11	797
2016	8	中部	計	5420	50	6999
2016	8	近畿	滋賀	495	2	644
2016	8	近畿	京都	598	7	718
2016	8	近畿	大阪	3298	17	4079
2016	8	近畿	兵庫	2409	13	3064
2016	8	近畿	奈良	403	5	538
2016	8	近畿	和歌山	306	4	411
2016	8	近畿	計	7509	48	9454
2016	8	中国	鳥取	102	2	139
2016	8	中国	島根	139	1	171
2016	8	中国	岡山	854	2	1056
2016	8	中国	広島	881	5	1185
2016	8	中国	山口	484	3	630
2016	8	中国	計	2460	13	3181
2016	8	四国	徳島	377	6	483
2016	8	四国	香川	631	11	784
2016	8	四国	愛媛	413	6	501
2016	8	四国	高知	188	3	230
2016	8	四国	計	1609	26	1998
2016	8	九州	福岡	3384	17	4546
2016	8	九州	佐賀	731	6	1050
2016	8	九州	長崎	545	2	739
2016	8	九州	熊本	624	5	823
2016	8	九州	大分	397	2	601
2016	8	九州	宮崎	858	3	974
2016	8	九州	鹿児島	673	6	797
2016	8	九州	沖縄	433	3	540
2016	8	九州	計	7645	44	10070
2016	8	合計	計	43439	328	55792
2016	7	北海道	札幌	589	8	677
2016	7	北海道	函館	63	0	76
2016	7	北海道	旭川	58	2	66
2016	7	北海道	釧路	72	2	77
2016	7	北海道	北見	27	1	29
2016	7	北海道	計	809	13	925
2016	7	東北	青森	261	5	312
2016	7	東北	岩手	182	7	229
2016	7	東北	宮城	599	2	747
2016	7	東北	秋田	171	4	218
2016	7	東北	山形	473	0	603
2016	7	東北	福島	458	10	545
2016	7	東北	計	2144	28	2654
2016	7	東京	計	2770	16	3219
2016	7	関東	茨城	798	7	1046
2016	7	関東	栃木	422	1	538
2016	7	関東	群馬	1168	5	1460
2016	7	関東	埼玉	2302	10	2823
2016	7	関東	千葉	1462	11	1811
2016	7	関東	神奈川	2255	13	2685
2016	7	関東	新潟	380	11	475
2016	7	関東	山梨	343	5	447
2016	7	関東	長野	597	10	715
2016	7	関東	静岡	2618	4	3504
2016	7	関東	計	12345	77	15504
2016	7	中部	富山	275	9	313
2016	7	中部	石川	299	2	351
2016	7	中部	福井	129	0	148
2016	7	中部	岐阜	544	5	720
2016	7	中部	愛知	3559	19	4435
2016	7	中部	三重	430	7	596
2016	7	中部	計	5236	42	6563
2016	7	近畿	滋賀	438	4	538
2016	7	近畿	京都	630	7	752
2016	7	近畿	大阪	3097	11	3729
2016	7	近畿	兵庫	2488	12	3018
2016	7	近畿	奈良	384	5	498
2016	7	近畿	和歌山	257	4	301
2016	7	近畿	計	7294	43	8836
2016	7	中国	鳥取	74	1	95
2016	7	中国	島根	104	4	120
2016	7	中国	岡山	701	4	842
2016	7	中国	広島	782	4	994
2016	7	中国	山口	418	4	495
2016	7	中国	計	2079	17	2546
2016	7	四国	徳島	311	2	379
2016	7	四国	香川	580	2	715
2016	7	四国	愛媛	374	9	431
2016	7	四国	高知	182	6	200
2016	7	四国	計	1447	19	1725
2016	7	九州	福岡	3427	11	4614
2016	7	九州	佐賀	692	3	929
2016	7	九州	長崎	457	3	570
2016	7	九州	熊本	472	2	617
2016	7	九州	大分	384	3	522
2016	7	九州	宮崎	796	4	931
2016	7	九州	鹿児島	670	9	801
2016	7	九州	沖縄	447	4	543
2016	7	九州	計	7345	39	9527
2016	7	合計	計	41469	294	51499
2016	6	北海道	計	866	10	1019
2016	6	北海道	札幌	619	5	720
2016	6	北海道	函館	71	3	88
2016	6	北海道	旭川	79	2	105
2016	6	北海道	釧路	81	0	88
2016	6	北海道	北見	16	0	18
2016	6	東北	青森	292	3	354
2016	6	東北	岩手	216	2	273
2016	6	東北	宮城	592	4	724
2016	6	東北	秋田	173	7	214
2016	6	東北	山形	511	1	630
2016	6	東北	福島	440	5	534
2016	6	東北	計	2224	22	2729
2016	6	東京	計	2572	9	2968
2016	6	関東	茨城	855	8	1092
2016	6	関東	栃木	401	10	505
2016	6	関東	群馬	1052	3	1259
2016	6	関東	埼玉	2224	13	2672
2016	6	関東	千葉	1421	13	1739
2016	6	関東	神奈川	2160	12	2542
2016	6	関東	新潟	370	8	430
2016	6	関東	山梨	327	3	454
2016	6	関東	長野	654	3	792
2016	6	関東	静岡	2531	11	3242
2016	6	関東	計	11995	84	14727
2016	6	中部	富山	239	2	275
2016	6	中部	石川	276	6	305
2016	6	中部	福井	146	4	163
2016	6	中部	岐阜	546	4	708
2016	6	中部	愛知	3319	12	4054
2016	6	中部	三重	488	7	632
2016	6	中部	計	5014	35	6137
2016	6	近畿	滋賀	393	4	491
2016	6	近畿	京都	628	4	765
2016	6	近畿	大阪	2995	10	3556
2016	6	近畿	兵庫	2256	6	2793
2016	6	近畿	奈良	349	5	439
2016	6	近畿	和歌山	242	3	286
2016	6	近畿	計	6863	32	8330
2016	6	中国	鳥取	85	4	112
2016	6	中国	島根	97	1	107
2016	6	中国	岡山	746	8	899
2016	6	中国	広島	741	7	921
2016	6	中国	山口	446	8	563
2016	6	中国	計	2115	28	2602
2016	6	四国	徳島	320	5	427
2016	6	四国	香川	576	5	720
2016	6	四国	愛媛	346	2	426
2016	6	四国	高知	152	0	165
2016	6	四国	計	1394	12	1738
2016	6	九州	福岡	2947	7	3817
2016	6	九州	佐賀	601	3	774
2016	6	九州	長崎	425	4	562
2016	6	九州	熊本	478	6	618
2016	6	九州	大分	381	3	478
2016	6	九州	宮崎	690	1	791
2016	6	九州	鹿児島	586	7	674
2016	6	九州	沖縄	414	1	493
2016	6	九州	計	6522	32	8207
2016	6	合計	計	39565	264	48457
2016	5	北海道	札幌	549	3	646
2016	5	北海道	函館	67	1	79
2016	5	北海道	旭川	68	1	80
2016	5	北海道	釧路	57	4	63
2016	5	北海道	北見	29	0	35
2016	5	北海道	計	770	9	903
2016	5	東北	青森	307	4	361
2016	5	東北	岩手	203	11	259
2016	5	東北	宮城	599	7	761
2016	5	東北	秋田	153	5	195
2016	5	東北	山形	484	3	617
2016	5	東北	福島	463	12	598
2016	5	東北	計	2209	42	2791
2016	5	東京	計	2486	11	2879
2016	5	関東	茨城	808	12	1058
2016	5	関東	栃木	457	10	568
2016	5	関東	群馬	1027	9	1307
2016	5	関東	埼玉	2139	14	2677
2016	5	関東	千葉	1396	10	1726
2016	5	関東	神奈川	2147	8	2554
2016	5	関東	新潟	376	11	465
2016	5	関東	山梨	329	5	429
2016	5	関東	長野	689	11	869
2016	5	関東	静岡	2489	12	3326
2016	5	関東	計	11857	102	14979
2016	5	中部	富山	296	3	355
2016	5	中部	石川	281	5	339
2016	5	中部	福井	131	6	163
2016	5	中部	岐阜	470	4	650
2016	5	中部	愛知	3233	18	4034
2016	5	中部	三重	479	9	650
2016	5	中部	計	4890	45	6191
2016	5	近畿	滋賀	432	7	543
2016	5	近畿	京都	639	5	747
2016	5	近畿	大阪	3077	12	3675
2016	5	近畿	兵庫	2232	11	2735
2016	5	近畿	奈良	389	3	509
2016	5	近畿	和歌山	274	3	322
2016	5	近畿	計	7043	41	8531
2016	5	中国	鳥取	84	1	119
2016	5	中国	島根	104	1	128
2016	5	中国	岡山	715	6	848
2016	5	中国	広島	803	6	1003
2016	5	中国	山口	474	11	592
2016	5	中国	計	2180	25	2690
2016	5	四国	徳島	300	5	352
2016	5	四国	香川	590	1	759
2016	5	四国	愛媛	334	4	402
2016	5	四国	高知	195	3	227
2016	5	四国	計	1419	13	1740
2016	5	九州	福岡	2894	9	3809
2016	5	九州	佐賀	649	4	896
2016	5	九州	長崎	441	3	581
2016	5	九州	熊本	471	4	660
2016	5	九州	大分	354	5	459
2016	5	九州	宮崎	654	3	742
2016	5	九州	鹿児島	637	4	773
2016	5	九州	沖縄	437	3	525
2016	5	九州	計	6537	35	8445
2016	5	合計	計	39391	323	49149
2016	4	北海道	札幌	554	10	640
2016	4	北海道	函館	76	0	95
2016	4	北海道	旭川	63	1	74
2016	4	北海道	釧路	72	2	86
2016	4	北海道	北見	24	1	28
2016	4	北海道	計	789	14	923
2016	4	東北	青森	242	4	278
2016	4	東北	岩手	175	4	216
2016	4	東北	宮城	580	6	729
2016	4	東北	秋田	147	3	171
2016	4	東北	山形	461	3	586
2016	4	東北	福島	448	6	568
2016	4	東北	計	2053	26	2548
2016	4	東京	計	2630	13	3028
2016	4	関東	茨城	761	13	977
2016	4	関東	栃木	438	8	533
2016	4	関東	群馬	1117	4	1448
2016	4	関東	埼玉	2091	17	2588
2016	4	関東	千葉	1315	18	1603
2016	4	関東	神奈川	2166	7	2577
2016	4	関東	新潟	368	4	429
2016	4	関東	山梨	338	3	427
2016	4	関東	長野	637	15	772
2016	4	関東	静岡	2436	7	3202
2016	4	関東	計	11667	96	14556
2016	4	中部	富山	293	7	343
2016	4	中部	石川	221	7	261
2016	4	中部	福井	136	4	157
2016	4	中部	岐阜	538	9	763
2016	4	中部	愛知	3291	6	4079
2016	4	中部	三重	487	11	647
2016	4	中部	計	4966	44	6250
2016	4	近畿	滋賀	382	3	449
2016	4	近畿	京都	696	1	808
2016	4	近畿	大阪	2932	11	3510
2016	4	近畿	兵庫	2220	8	2684
2016	4	近畿	奈良	360	2	448
2016	4	近畿	和歌山	206	2	248
2016	4	近畿	計	6796	27	8147
2016	4	中国	鳥取	63	2	76
2016	4	中国	島根	104	2	125
2016	4	中国	岡山	718	7	857
2016	4	中国	広島	790	9	1024
2016	4	中国	山口	433	5	514
2016	4	中国	計	2108	25	2596
2016	4	四国	徳島	283	4	350
2016	4	四国	香川	507	7	618
2016	4	四国	愛媛	366	8	447
2016	4	四国	高知	170	7	185
2016	4	四国	計	1326	26	1600
2016	4	九州	福岡	2841	16	3852
2016	4	九州	佐賀	591	3	776
2016	4	九州	長崎	449	4	569
2016	4	九州	熊本	448	4	558
2016	4	九州	大分	307	2	426
2016	4	九州	宮崎	682	4	791
2016	4	九州	鹿児島	588	3	715
